Numero_Apogee,Prenom,Nom,Email,Genre,Age,Region,Universite,Diplome,Specialite,Annee_Etude,Note_Bac,Moyenne_Semestre_Precedent,GPA_Cumule,Nombre_Cours_Suivis,Nombre_Absences,Taux_Presence_Cours,Nombre_Travaux_Soumis,Nombre_Participations_Cours,Nombre_Visites_Bibliotheque_Mois,Heures_Etude_Hebdo,Acces_Internet,Ordinateur_Personnel,Acces_Ressources_Numeriques,Connexion_Plateforme_ELearning_Jour,Situation_Financiere,Emploi_Etudiant,Heures_Travail_Semaine,Tutorat_Suivi,Consultation_Professeur_Mois,Participation_Groupes_Etude,Niveau_Stress,Heures_Sommeil_Nuit,Activites_Sportives,Parent_Universitaire,Fratrie_Etudiant_Universite,Note_Mathematiques,Note_Sciences,Note_Theorie,Note_Pratique_TP,Note_Projets,Score_Participation_Classe,Score_Qualite_Travaux,Score_Comprehension_Concepts,Competence_Communication,Competence_Travail_Equipe,Competence_Probleme_Resolution,Competence_Gestion_Temps,Langue_Principale,Niveau_Francais,Niveau_Anglais,Motivation_Etudes,Interet_Specialite,Niveau_Competence_Academique,Score_Competence_Numerique
3253011,Samira,Imboden,samira.imboden@uae.ac.ma,F,24,Draa-Tafilat,Université Abdelmalek Essaadi,Master,IA,2,15.5,12.47,10.76,7,13,77.55,11,0,15,24.22,1,0,1,5,Faible,1,9,0,0,1,1,6.61,0,0,1,16.23,10.24,11.71,8.84,12.63,2,4,5,1,3,4,3,Amazigh,Avance,Intermediaire,9,8,Excellent,91.07
3482167,Hanaa,Huskier,hanaa.huskier@uae.ac.ma,F,23,Marrakech-Safi,Université Abdelmalek Essaadi,Licence,Mathematiques,2,17.1,11.81,11.8,8,27,50,6,16,23,26.32,1,0,1,4,Moyen,0,0,0,1,1,1,10.31,1,0,0,6.45,15.42,12.4,13.16,16.53,1,1,3,2,1,5,5,Amazigh,Avance,Avance,4,7,Excellent,81.26
3233924,Noureddine,Hasani,noureddine.hasani@uaq.ac.ma,M,19,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Licence,Physique,3,15.87,8.73,13.32,13,18,66.15,4,20,9,19.94,0,0,1,0,Bon,0,0,0,2,0,3,5.98,0,0,0,6.54,11.18,10.05,17.18,7.89,2,4,4,4,3,3,5,Arabe,Intermediaire,Basique,3,5,Excellent,86.36
3754302,Abdelhaq,Hudak,abdelhaq.hudak@uae.ac.ma,M,24,Fez-Meknes,Université Abdelmalek Essaadi,Diplome,Economie,3,14.71,8.63,15.82,7,16,85.71,9,5,16,8.63,0,1,0,1,Moyen,1,10,0,2,1,9,6.47,1,0,0,13.33,9.52,12.85,14.05,13.2,5,5,5,3,4,1,1,Amazigh,Intermediaire,Basique,3,7,Excellent,84.1
3499465,Nadia,Zahra,nadia.zahra@uh2c.ac.ma,F,28,Marrakech-Safi,Université Hassan II,Diplome,Economie,3,19.14,10.76,10.64,8,17,80.6,5,3,18,11.18,1,0,0,4,Bon,1,6,1,5,0,6,7.78,1,0,1,12.36,8.6,6.14,13.69,12.68,2,4,3,5,2,4,4,Francais,Basique,Basique,4,2,Excellent,77.73
3684456,Rania,Fakhri,rania.fakhri@uca.ac.ma,F,25,Marrakech-Safi,Université Cadi Ayyad,Diplome,Biologie,1,13.79,11.59,13.58,6,0,75.76,7,14,23,5.2,1,1,1,5,Moyen,1,5,0,2,1,1,7.82,0,0,1,11.27,14.22,17.61,14.11,8.0,3,5,1,5,1,3,2,Amazigh,Basique,Intermediaire,4,5,Excellent,83.21
3625887,Dina,Oufkir,dina.oufkir@uaq.ac.ma,F,30,Souss-Massa,Université Al Quaraouiyine,Diplome,Biologie,2,17.85,12.54,13.78,15,9,50,13,16,19,36.59,0,1,1,1,Bon,0,0,1,5,1,1,10.01,1,0,1,8.24,18.38,8.61,13.12,16.63,1,5,3,2,5,5,1,Arabe,Intermediaire,Avance,4,6,Excellent,91.35
3983559,Hana,Douiri,hana.douiri@uca.ac.ma,F,29,Guelmim-Oued-Noun,Université Cadi Ayyad,Diplome,Biologie,1,8.22,7.78,12.85,8,20,93.33,12,8,9,25.51,0,1,1,0,Faible,0,0,1,3,1,6,10.62,1,1,0,12.91,10.21,16.88,11.53,9.92,5,1,2,3,3,1,2,Amazigh,Intermediaire,Avance,5,1,Excellent,83.93
3814656,Hamid,Hassan,hamid.hassan@uh2c.ac.ma,M,24,Beni-Mellal-Khenifra,Université Hassan II,Master,Chimie,1,11.28,10.54,10.0,12,10,87.34,1,4,15,23.79,1,0,1,1,Faible,1,22,1,4,0,8,7.46,1,1,1,10.48,15.85,15.51,9.17,12.87,4,4,1,4,2,3,4,Francais,Basique,Basique,2,2,Excellent,78.64
3770625,Laila,Ettefagh,laila.ettefagh@uca.ac.ma,F,18,Marrakech-Safi,Université Cadi Ayyad,Diplome,Chimie,3,14.1,11.43,10.28,14,5,73.53,6,1,19,14.77,1,0,0,0,Faible,0,0,1,1,0,9,5.45,0,0,1,9.29,15.86,7.07,13.5,9.23,2,4,5,2,1,2,2,Francais,Basique,Avance,2,1,Excellent,83.47
3293000,Jawad,Hanania,jawad.hanania@uaq.ac.ma,M,28,Fez-Meknes,Université Al Quaraouiyine,Licence,IA,3,10.83,6.98,13.53,14,27,95.45,2,2,19,17.17,0,0,0,1,Faible,1,15,1,1,1,1,6.19,0,1,1,11.54,8.82,10.74,17.08,11.96,1,4,3,3,3,1,3,Amazigh,Avance,Intermediaire,6,9,Excellent,92.24
3386828,Salma,Housni,salma.housni@uca.ac.ma,F,19,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Licence,Digital,2,15.52,10.25,9.84,13,16,73.17,5,8,17,19.51,0,1,1,2,Faible,1,10,0,2,0,9,10.17,1,0,0,16.49,14.51,10.68,15.63,16.99,1,5,2,1,1,2,1,Francais,Avance,Basique,7,5,Excellent,80.46
3589997,Laila,Husain,laila.husain@uae.ac.ma,F,18,Draa-Tafilat,Université Abdelmalek Essaadi,Licence,Chimie,1,13.88,15.97,10.97,13,25,63.04,10,9,12,14.14,1,1,0,4,Bon,1,14,0,4,1,9,6.91,0,1,1,13.53,16.47,14.63,11.35,11.25,1,2,5,1,5,2,1,Francais,Avance,Basique,3,8,Bon,71.82
3687757,Tariq,Bennis,tariq.bennis@um5.ac.ma,M,20,Beni-Mellal-Khenifra,Université Mohammed V,Master,Physique,2,18.67,16.43,13.06,9,6,71.43,1,9,1,9.86,1,0,0,2,Bon,1,18,0,4,1,7,6.47,0,1,0,11.3,10.97,18.22,13.58,10.1,3,4,5,5,3,5,1,Amazigh,Avance,Intermediaire,1,2,Excellent,82.38
3911769,Mohamed,Helali,mohamed.helali@uh2c.ac.ma,M,30,Souss-Massa,Université Hassan II,Master,Mathematiques,2,13.15,10.24,10.14,9,4,50,10,6,20,11.1,1,0,0,3,Bon,1,5,1,5,0,8,5.01,0,0,0,11.61,13.58,12.25,12.52,10.68,5,5,5,5,1,3,4,Francais,Avance,Avance,9,6,Bon,74.56
3387810,Amina,Azzouz,amina.azzouz@usmba.ac.ma,F,28,Casablanca-Settat,Université Sidi Mohamed Ben Abdellah,Licence,Digital,4,12.9,12.85,10.07,8,6,79.07,15,3,7,12.61,0,0,1,1,Moyen,1,10,0,3,1,5,5.74,0,1,1,8.96,11.65,13.72,11.18,13.78,2,3,1,4,3,5,1,Amazigh,Intermediaire,Intermediaire,9,8,Bon,74.99
3612534,Adil,Imadeddine,adil.imadeddine@uae.ac.ma,M,18,Laayoune-Sakia-Hamra,Université Abdelmalek Essaadi,Diplome,Biologie,4,9.21,16.33,12.14,11,4,50,2,12,26,23.58,0,0,1,3,Moyen,0,0,1,0,1,8,5.69,1,0,1,11.33,13.77,11.87,14.29,9.07,1,4,5,3,3,2,5,Amazigh,Avance,Intermediaire,8,3,Excellent,88.9
3924103,Safiya,Hijazi,safiya.hijazi@uca.ac.ma,F,20,Beni-Mellal-Khenifra,Université Cadi Ayyad,Diplome,Economie,3,10.63,9.22,9.46,15,27,97.78,3,16,19,3.34,0,1,1,4,Faible,1,24,1,3,0,7,6.89,1,1,1,13.04,16.32,9.78,14.99,11.07,1,3,4,4,1,4,4,Amazigh,Basique,Basique,2,3,Bon,66.67
3325065,Mohamed,Gharib,mohamed.gharib@uca.ac.ma,M,22,Tanger-Asifa,Université Cadi Ayyad,Master,IA,3,20,10.52,13.66,6,20,62.22,7,5,21,16.14,0,1,1,4,Bon,0,0,1,3,1,8,7.31,0,1,1,5,11.89,9.86,13.71,10.25,2,5,5,2,3,1,5,Arabe,Basique,Avance,7,8,Excellent,88.38
3954964,Jawad,Ghazali,jawad.ghazali@uaq.ac.ma,M,27,Guelmim-Oued-Noun,Université Al Quaraouiyine,Master,Physique,3,17.86,14.76,10.51,11,18,82.26,14,6,25,3.75,1,1,1,4,Bon,1,23,1,1,1,1,6.33,0,1,0,13.56,8.45,9.65,14.19,11.17,1,2,4,1,4,2,4,Francais,Basique,Intermediaire,1,7,Excellent,80.39
3301151,Youssef,Abboud,youssef.abboud@usmba.ac.ma,M,26,Tanger-Asifa,Université Sidi Mohamed Ben Abdellah,Diplome,Informatique,3,12.88,14.78,13.25,9,23,97.67,2,13,30,15.15,0,0,0,3,Moyen,0,0,0,4,0,4,7.52,0,1,1,10.63,15.47,11.42,14.5,13.37,4,3,2,2,4,4,2,Arabe,Intermediaire,Basique,4,5,Excellent,88.82
3353315,Laila,Benchamsi,laila.benchamsi@uaq.ac.ma,F,27,Souss-Massa,Université Al Quaraouiyine,Licence,Chimie,3,11.84,9.68,10.21,9,6,68.42,4,13,12,10.56,1,0,0,1,Bon,1,22,0,4,1,7,4.92,0,1,0,13.24,11.28,14.44,9.41,11.62,5,5,3,2,3,4,3,Amazigh,Intermediaire,Basique,9,1,Excellent,81.95
3712172,Leila,Bennani,leila.bennani@uca.ac.ma,F,24,Souss-Massa,Université Cadi Ayyad,Master,Chimie,1,12.48,11.85,10.82,5,13,66.67,6,13,27,21.6,1,1,0,4,Bon,1,17,0,1,1,6,5.6,1,0,0,14.56,7.37,8.32,9.27,12.65,3,2,2,1,1,3,1,Francais,Intermediaire,Avance,6,3,Bon,73.37
3819704,Adil,Hessas,adil.hessas@um5.ac.ma,M,26,Rabat-Sale-Kenitra,Université Mohammed V,Master,Physique,3,11.36,13.91,16.75,8,22,66.67,13,3,9,12.1,0,1,1,0,Faible,1,24,1,0,0,5,5.74,1,1,0,13.2,14.6,14.35,10.14,8.87,5,2,1,3,3,2,3,Arabe,Avance,Basique,5,7,Excellent,98.32
3383877,Salma,Benchamsi,salma.benchamsi@uca.ac.ma,F,30,Beni-Mellal-Khenifra,Université Cadi Ayyad,Licence,Digital,4,15.58,12.43,13.17,13,6,77.78,2,5,8,16.88,1,1,0,5,Faible,1,7,1,5,0,3,6.78,1,1,0,14.96,13.86,13.73,16.16,15.62,5,4,3,3,3,5,4,Amazigh,Intermediaire,Basique,4,9,Excellent,83.43
3732671,Fouad,Imani,fouad.imani@uca.ac.ma,M,20,Casablanca-Settat,Université Cadi Ayyad,Licence,Droit,2,10.99,8.11,13.36,10,4,75.95,13,16,14,21.2,1,1,1,3,Moyen,0,0,1,1,0,6,5.72,1,0,1,9.25,14.45,12.91,6.65,13.71,5,3,1,5,5,1,4,Francais,Avance,Intermediaire,2,6,Excellent,93.26
3717356,Mohamed,Helaoui,mohamed.helaoui@uca.ac.ma,M,30,Beni-Mellal-Khenifra,Université Cadi Ayyad,Master,Mathematiques,1,14.72,12.89,14.41,13,20,63.08,11,18,5,13.33,1,0,0,5,Moyen,1,21,0,0,0,1,5.67,0,1,1,14.89,13.06,10.71,14.95,12.08,5,5,1,3,5,3,1,Amazigh,Intermediaire,Intermediaire,5,4,Excellent,86.86
3314093,Aisha,Gharib,aisha.gharib@um5.ac.ma,F,20,Tanger-Asifa,Université Mohammed V,Master,Droit,4,9.9,10.15,15.75,8,8,50,15,2,11,6.76,0,0,0,4,Bon,0,0,1,3,1,2,5.15,1,1,1,7.38,12.49,11.12,9.81,12.99,5,3,3,4,5,3,3,Amazigh,Intermediaire,Basique,7,3,Excellent,93.69
3693345,Jihane,Humeida,jihane.humeida@uaq.ac.ma,F,29,Guelmim-Oued-Noun,Université Al Quaraouiyine,Licence,Droit,3,8,12.63,12.91,7,6,79.75,12,20,16,16.59,1,1,0,4,Moyen,0,0,1,0,0,9,6.37,1,0,1,9.54,12.12,10.79,11.6,13.77,4,2,1,2,3,1,4,Francais,Intermediaire,Avance,9,4,Excellent,82.99
3226758,Insaf,Fakhri,insaf.fakhri@uaq.ac.ma,F,20,Guelmim-Oued-Noun,Université Al Quaraouiyine,Licence,Economie,2,8.35,14.01,15.44,6,11,73.02,5,4,2,8.12,0,1,1,0,Moyen,0,0,1,3,0,3,5.37,1,1,0,5.91,16.22,12.87,14.57,15.04,5,3,3,5,1,3,1,Arabe,Avance,Avance,9,6,Excellent,92.55
3335454,Rashid,Inani,rashid.inani@uca.ac.ma,M,25,Marrakech-Safi,Université Cadi Ayyad,Licence,Droit,2,14.16,13.13,12.86,11,29,64.47,6,20,26,15.77,1,1,0,3,Faible,0,0,1,2,1,9,8.49,0,0,0,11.12,15.86,14.42,18.26,15.19,2,4,1,1,5,5,1,Arabe,Avance,Basique,5,6,Excellent,92.22
3517868,Tariq,Imrani,tariq.imrani@um5.ac.ma,M,30,Rabat-Sale-Kenitra,Université Mohammed V,Diplome,Digital,3,10.45,12.95,10.03,15,27,88.0,10,8,20,17.12,1,0,1,5,Moyen,0,0,1,2,1,6,6.63,0,0,1,11.31,12.54,12.41,15.66,14.9,2,3,5,3,2,5,5,Arabe,Intermediaire,Avance,8,9,Excellent,82.36
3964723,Bilal,Oufkir,bilal.oufkir@uh2c.ac.ma,M,28,Fez-Meknes,Université Hassan II,Licence,Chimie,2,14.01,11.57,12.09,6,2,95.59,15,18,25,24.28,0,1,0,3,Moyen,0,0,0,2,1,8,7.04,0,1,1,14.81,11.28,13.47,16.42,16.61,5,5,3,1,2,5,4,Francais,Basique,Avance,6,7,Excellent,94.3
3873903,Zahra,Hassan,zahra.hassan@uae.ac.ma,F,27,Souss-Massa,Université Abdelmalek Essaadi,Master,Biologie,1,12.98,13.22,11.52,10,14,82.28,10,6,29,20.48,1,1,0,1,Bon,1,12,1,2,0,9,7.78,1,1,0,12.2,12.09,13.14,15.45,6.01,1,3,5,3,5,3,1,Arabe,Basique,Intermediaire,6,7,Excellent,83.84
3859553,Rana,Firdaous,rana.firdaous@uae.ac.ma,F,21,Marrakech-Safi,Université Abdelmalek Essaadi,Diplome,Mathematiques,4,13.56,13.64,8.43,11,11,97.26,11,15,24,21.07,0,1,1,2,Bon,1,21,0,4,0,8,8.73,1,1,1,13.05,14.77,8.6,17.07,14.97,4,5,3,4,4,3,3,Amazigh,Basique,Intermediaire,1,8,Excellent,80.29
3823281,Jihane,Husam,jihane.husam@uaq.ac.ma,F,22,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Master,Physique,3,18.85,9.41,12.1,14,17,75.0,8,18,13,29.49,0,1,1,4,Moyen,1,10,1,0,0,4,5.72,0,0,0,11.51,17.35,10.35,8.69,9.98,5,1,2,1,2,4,2,Arabe,Avance,Intermediaire,7,3,Excellent,89.25
3544104,Fatima,Huscai,fatima.huscai@usmba.ac.ma,F,28,Beni-Mellal-Khenifra,Université Sidi Mohamed Ben Abdellah,Master,Digital,4,12.2,9.58,14.72,11,1,94.64,15,14,12,1,0,1,1,1,Faible,0,0,0,1,0,6,7.69,1,0,0,14.39,12.24,9.74,13.73,15.48,3,4,3,1,1,5,1,Francais,Intermediaire,Avance,2,4,Excellent,81.79
3942957,Nasir,Benmaya,nasir.benmaya@um5.ac.ma,M,28,Beni-Mellal-Khenifra,Université Mohammed V,Master,Economie,3,14.31,11.49,9.37,12,29,96.43,13,14,6,21.91,0,0,0,2,Bon,1,24,0,0,1,1,8.02,0,1,1,14.68,10.48,10.54,12.59,8.98,4,5,4,1,4,4,3,Arabe,Basique,Intermediaire,9,4,Excellent,81.3
3473209,Ali,Bennani,ali.bennani@usmba.ac.ma,M,20,Marrakech-Safi,Université Sidi Mohamed Ben Abdellah,Licence,IA,4,10.04,8.73,9.7,10,2,87.18,12,10,29,3.51,0,0,1,5,Moyen,0,0,1,0,0,7,9.46,1,1,1,7.02,11.94,11.69,9.6,14.09,5,1,3,1,5,1,1,Arabe,Intermediaire,Avance,9,1,Excellent,77.89
3802873,Fouad,Elmi,fouad.elmi@uaq.ac.ma,M,20,Casablanca-Settat,Université Al Quaraouiyine,Master,Economie,1,12.67,13.28,13.29,9,27,92.06,9,18,29,20.76,0,0,1,4,Moyen,0,0,1,4,1,4,6.15,0,1,1,17.54,11.74,11.9,8.79,17.63,2,4,5,2,2,5,2,Arabe,Basique,Intermediaire,1,3,Excellent,90.21
3343348,Imane,Azzouz,imane.azzouz@uaq.ac.ma,F,25,Guelmim-Oued-Noun,Université Al Quaraouiyine,Diplome,Biologie,1,13.47,7.96,15.77,11,13,88.06,9,3,19,14.92,1,1,1,2,Bon,0,0,1,3,1,4,5.49,1,0,0,8.59,12.02,12.95,13.05,6.49,4,1,1,1,5,2,2,Francais,Intermediaire,Basique,8,4,Excellent,86.33
3884722,Karim,Ibrahimi,karim.ibrahimi@uae.ac.ma,M,25,Casablanca-Settat,Université Abdelmalek Essaadi,Licence,Mathematiques,1,19.49,10.79,5,10,25,62.75,4,15,3,18.2,0,0,0,2,Faible,0,0,0,3,1,6,7.17,1,1,1,13.71,12.53,12.74,11.99,10.84,4,4,3,3,3,3,1,Amazigh,Intermediaire,Avance,5,3,Excellent,76.82
3499480,Noureddine,Imrani,noureddine.imrani@uh2c.ac.ma,M,22,Laayoune-Sakia-Hamra,Université Hassan II,Diplome,Physique,4,13.3,14.15,11.41,13,2,84.29,1,13,20,7.21,0,0,0,3,Bon,1,16,0,0,0,7,4.22,1,0,1,13.3,10.78,15.05,17.69,15.42,5,4,3,2,5,3,2,Arabe,Basique,Intermediaire,8,5,Excellent,87.77
3825045,Khalid,Husam,khalid.husam@uca.ac.ma,M,24,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Diplome,Economie,4,12.67,8.09,13.47,5,17,73.24,8,1,19,13.45,0,1,1,5,Faible,1,21,1,3,0,4,9.93,1,0,1,15.38,11.0,12.02,16.1,10.87,5,4,4,5,3,1,4,Arabe,Basique,Basique,2,6,Excellent,83.48
3479916,Abdelhaq,Imani,abdelhaq.imani@uaq.ac.ma,M,28,Casablanca-Settat,Université Al Quaraouiyine,Licence,IA,1,18.42,12.4,16.22,8,16,85.37,12,12,1,10.67,1,0,0,4,Faible,1,5,0,1,0,9,4.2,0,0,0,14.6,12.68,10.14,13.2,9.19,5,1,5,4,2,2,5,Francais,Basique,Basique,5,3,Excellent,94.49
3394970,Walid,Hanania,walid.hanania@usmba.ac.ma,M,22,Souss-Massa,Université Sidi Mohamed Ben Abdellah,Licence,Biologie,1,16.59,11.36,17.51,15,10,89.23,14,9,23,19.46,0,0,0,1,Moyen,1,6,0,2,0,6,8.61,1,0,1,11.07,12.17,8.8,16.06,12.04,2,5,1,3,1,3,3,Francais,Basique,Intermediaire,6,4,Excellent,90.95
3112174,Bilal,Hijazi,bilal.hijazi@uaq.ac.ma,M,23,Rabat-Sale-Kenitra,Université Al Quaraouiyine,Licence,Ingenierie,1,15.58,13.58,9.64,7,5,50,6,20,10,15.9,1,0,0,0,Faible,1,7,0,2,1,5,6.63,1,0,1,17.86,11.35,8.03,12.85,16.31,2,2,2,5,5,4,1,Amazigh,Avance,Avance,2,9,Excellent,80.7
3945379,Laila,Huskier,laila.huskier@uh2c.ac.ma,F,18,Marrakech-Safi,Université Hassan II,Diplome,Mathematiques,3,14.22,12.81,9.53,5,19,55.36,10,3,22,12.32,1,0,0,2,Faible,1,5,1,0,0,2,4.88,1,1,0,8.83,13.38,12.98,11.49,16.22,1,4,3,2,1,3,5,Amazigh,Avance,Intermediaire,4,4,Excellent,78.2
3302146,Mohamed,Azzouz,mohamed.azzouz@uae.ac.ma,M,26,Fez-Meknes,Université Abdelmalek Essaadi,Licence,Mathematiques,2,17.32,16.3,12.66,6,30,73.91,2,11,28,16.2,0,1,1,3,Moyen,0,0,1,5,1,2,4.91,0,1,0,15.01,14.14,7.42,15.14,13.44,3,4,2,3,1,2,4,Arabe,Avance,Avance,5,1,Excellent,86.05
3172922,Nour,Humeida,nour.humeida@uae.ac.ma,F,26,Rabat-Sale-Kenitra,Université Abdelmalek Essaadi,Master,IA,1,14.85,11.45,6.54,8,29,71.67,3,0,24,4.14,1,1,0,3,Bon,1,18,0,2,1,9,6.88,0,0,1,14.15,15.12,9.93,10.95,7.53,2,5,5,2,3,5,4,Amazigh,Basique,Avance,1,2,Bon,59.18
3914966,Salma,Husami,salma.husami@uae.ac.ma,F,27,Souss-Massa,Université Abdelmalek Essaadi,Master,Chimie,1,13.28,12.71,15.23,5,30,100,4,11,5,12.31,1,1,0,5,Faible,1,12,0,0,1,8,9.9,0,0,1,13.2,14.66,12.76,10.06,13.95,1,1,2,2,4,4,2,Francais,Basique,Basique,8,7,Excellent,89.05
3604713,Karim,Imboden,karim.imboden@um5.ac.ma,F,30,Laayoune-Sakia-Hamra,Université Mohammed V,Diplome,Droit,3,19.12,12.61,10.3,15,23,65.38,14,11,10,1.74,1,0,1,5,Faible,1,16,0,2,0,7,8.87,0,0,0,9.01,14.1,14.79,10.35,14.59,2,4,4,4,5,4,5,Amazigh,Intermediaire,Intermediaire,1,6,Excellent,78.34
3798194,Nasir,Firdaous,nasir.firdaous@uae.ac.ma,M,23,Laayoune-Sakia-Hamra,Université Abdelmalek Essaadi,Licence,Physique,1,15.64,14.97,7.14,10,12,50,6,15,12,11.09,0,0,1,4,Faible,1,11,0,3,1,2,7.69,1,1,0,9.7,11.09,6.81,13.9,16.33,1,4,2,2,1,3,1,Francais,Basique,Intermediaire,4,6,Bon,69.9
3275609,Jihane,Ettefagh,jihane.ettefagh@uaq.ac.ma,F,18,Laayoune-Sakia-Hamra,Université Al Quaraouiyine,Licence,IA,4,12.14,11.72,13.17,9,28,59.72,5,2,16,15.83,0,1,1,4,Bon,0,0,1,5,0,8,6.85,0,1,0,7.28,13.52,9.43,11.05,13.78,1,5,4,2,5,5,3,Arabe,Intermediaire,Avance,8,1,Excellent,87.99
3888624,Jamal,Idrissi,jamal.idrissi@uca.ac.ma,M,18,Tanger-Asifa,Université Cadi Ayyad,Licence,Informatique,3,15.99,11.16,13.52,8,5,75.64,15,11,22,14.39,0,1,0,2,Bon,1,25,0,3,1,3,4.81,1,1,1,7.46,10.68,11.61,6.49,19.6,3,4,5,2,3,5,4,Francais,Avance,Basique,5,7,Excellent,89.14
3422422,Jihane,Humeida,jihane.humeida@um5.ac.ma,F,22,Tanger-Asifa,Université Mohammed V,Master,Mathematiques,1,14.68,14.74,11.07,5,27,72.92,4,2,25,21.08,1,0,0,1,Faible,0,0,1,0,0,7,7.51,0,0,1,15.11,5,11.3,11.48,12.13,3,3,1,2,2,5,2,Arabe,Basique,Basique,8,2,Excellent,83.99
3622247,Adil,Hijazi,adil.hijazi@um5.ac.ma,M,29,Draa-Tafilat,Université Mohammed V,Licence,Economie,3,13.8,15.97,9.06,13,5,90.0,5,17,17,28.38,0,0,1,2,Bon,0,0,1,4,0,1,7.99,1,0,0,14.73,9.91,9.26,8.53,15.82,1,4,3,5,3,2,3,Francais,Avance,Intermediaire,8,7,Excellent,84.34
3995656,Leila,Helaoui,leila.helaoui@uh2c.ac.ma,F,21,Marrakech-Safi,Université Hassan II,Master,Economie,2,12.76,12.03,10.37,12,22,94.44,2,4,20,16.21,0,1,1,1,Bon,0,0,1,4,1,2,5.2,1,0,1,10.58,16.2,11.62,14.78,11.77,1,3,4,5,5,4,4,Arabe,Intermediaire,Basique,7,9,Excellent,81.05
3192145,Maryam,Idrissi,maryam.idrissi@usmba.ac.ma,F,18,Draa-Tafilat,Université Sidi Mohamed Ben Abdellah,Diplome,Physique,3,9.49,12.43,12.92,6,24,70.45,12,13,15,13.13,0,0,0,1,Bon,1,19,1,3,1,7,5.99,1,1,1,7.03,9.4,10.99,15.39,15.37,3,2,2,1,5,4,4,Francais,Intermediaire,Intermediaire,9,1,Excellent,85.5
3796285,Leila,Azzouz,leila.azzouz@usmba.ac.ma,F,29,Beni-Mellal-Khenifra,Université Sidi Mohamed Ben Abdellah,Master,Droit,1,13.37,14.71,6.34,10,2,97.62,2,20,18,22.66,1,1,0,2,Bon,0,0,1,4,1,8,6.88,0,1,1,10.51,12.89,13.92,11.93,12.26,1,1,2,2,4,4,4,Arabe,Intermediaire,Basique,6,2,Excellent,79.03
3185774,Leila,Hessas,leila.hessas@usmba.ac.ma,F,20,Rabat-Sale-Kenitra,Université Sidi Mohamed Ben Abdellah,Master,Mathematiques,2,16.66,11.96,11.02,14,10,50,12,13,19,15.23,0,0,0,4,Faible,1,23,0,5,1,3,5.63,1,1,0,12.49,13.77,8.36,10.71,14.22,1,5,3,5,4,1,4,Arabe,Avance,Intermediaire,1,5,Excellent,85.12
3372607,Salma,Imboden,salma.imboden@uca.ac.ma,F,18,Laayoune-Sakia-Hamra,Université Cadi Ayyad,Master,Biologie,4,16.5,8.91,10.31,11,8,50,3,9,18,7.7,1,0,0,3,Moyen,0,0,1,5,0,1,10.49,0,1,0,10.43,9.16,12.64,14.25,14.27,3,5,5,4,3,4,2,Arabe,Intermediaire,Intermediaire,2,2,Excellent,75.94
3796895,Rania,Bennis,rania.bennis@uca.ac.ma,F,30,Beni-Mellal-Khenifra,Université Cadi Ayyad,Licence,Mathematiques,1,14.25,10.14,6.16,12,21,60.29,12,17,30,6.91,0,1,1,2,Faible,0,0,1,3,0,3,7.38,1,0,0,13.38,13.39,13.5,14.93,10.65,3,5,1,4,2,4,4,Amazigh,Basique,Basique,3,4,Bon,66.36
3426439,Aisha,Houmaidi,aisha.houmaidi@usmba.ac.ma,F,18,Beni-Mellal-Khenifra,Université Sidi Mohamed Ben Abdellah,Licence,Informatique,4,14.59,7.36,9.72,15,6,87.3,2,14,21,17.34,1,1,1,0,Moyen,1,6,0,4,1,7,7.25,0,0,1,7.8,12.44,11.52,20,13.55,2,2,1,2,3,5,1,Arabe,Intermediaire,Intermediaire,6,2,Excellent,79.54
3904164,Nasir,Zahra,nasir.zahra@uh2c.ac.ma,M,18,Souss-Massa,Université Hassan II,Master,Physique,4,12.09,9.95,12.15,10,3,64.1,10,15,10,30.73,0,1,1,3,Moyen,0,0,0,4,1,2,6.47,1,1,0,14.28,14.26,9.47,11.02,7.92,1,4,2,2,3,5,1,Arabe,Avance,Avance,3,5,Excellent,89.19
3788851,Khalid,Imboden,khalid.imboden@uaq.ac.ma,M,30,Tanger-Asifa,Université Al Quaraouiyine,Licence,Informatique,4,16.34,8.11,11.58,15,11,95.74,3,12,15,10.2,1,1,1,3,Faible,1,6,0,3,0,1,6.72,0,0,1,14.19,16.06,11.44,10.85,9.17,5,2,2,1,4,4,1,Amazigh,Avance,Basique,5,8,Excellent,83.17
3743543,Adil,Houmaidi,adil.houmaidi@uh2c.ac.ma,M,22,Souss-Massa,Université Hassan II,Diplome,Mathematiques,3,15.58,12.74,13.29,6,7,55.22,2,9,22,13.73,1,0,1,2,Faible,0,0,1,3,0,4,7.38,0,0,0,5.41,12.79,14.39,14.49,16.5,2,2,4,4,4,3,2,Amazigh,Intermediaire,Avance,6,4,Excellent,91.84
3867228,Samir,Humidi,samir.humidi@uae.ac.ma,M,24,Laayoune-Sakia-Hamra,Université Abdelmalek Essaadi,Licence,Physique,3,13.93,8.07,11.09,15,13,61.4,7,13,30,12.86,1,1,0,1,Bon,0,0,1,0,0,4,7.82,0,0,1,13.65,14.97,15.68,7.29,11.76,4,1,5,4,2,1,3,Arabe,Avance,Basique,9,6,Excellent,80.24
